"full.name","group.level","group.value","count.level","count.value","perc.level","perc.value","range.level","range.value"
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"PercLoss",-23.599,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"PercLoss",-21.961,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"PercLoss",-23.599,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"PercLoss",-21.961,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"PercLoss",-23.599,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"PercLoss",-21.961,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"PercLoss",-23.599,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"PercLoss",-21.961,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"PercGain",2.699,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"PercGain",1.628,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"PercGain",2.699,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"PercGain",1.628,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"PercGain",2.699,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"PercGain",1.628,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"PercGain",2.699,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"PercGain",1.628,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"SpeciesRangeChange",-20.9,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"SpeciesRangeChange",-20.333,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"SpeciesRangeChange",-20.9,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"SpeciesRangeChange",-20.333,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"SpeciesRangeChange",-20.9,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"SpeciesRangeChange",-20.333,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"SpeciesRangeChange",-20.9,"CurrentRangeSize",31899
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"SpeciesRangeChange",-20.333,"CurrentRangeSize",36242
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"PercLoss",-23.599,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"PercLoss",-21.961,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"PercLoss",-23.599,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"PercLoss",-21.961,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"PercLoss",-23.599,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"PercLoss",-21.961,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"PercLoss",-23.599,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"PercLoss",-21.961,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"PercGain",2.699,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"PercGain",1.628,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"PercGain",2.699,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"PercGain",1.628,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"PercGain",2.699,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"PercGain",1.628,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"PercGain",2.699,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"PercGain",1.628,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"SpeciesRangeChange",-20.9,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"SpeciesRangeChange",-20.333,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"SpeciesRangeChange",-20.9,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"SpeciesRangeChange",-20.333,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"SpeciesRangeChange",-20.9,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"SpeciesRangeChange",-20.333,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"SpeciesRangeChange",-20.9,"FutureRangeSize.NoDisp",24371
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"SpeciesRangeChange",-20.333,"FutureRangeSize.NoDisp",28283
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"PercLoss",-23.599,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"PercLoss",-21.961,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"PercLoss",-23.599,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"PercLoss",-21.961,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"PercLoss",-23.599,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"PercLoss",-21.961,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"PercLoss",-23.599,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"PercLoss",-21.961,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"PercGain",2.699,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"PercGain",1.628,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"PercGain",2.699,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"PercGain",1.628,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"PercGain",2.699,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"PercGain",1.628,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"PercGain",2.699,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"PercGain",1.628,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7528,"SpeciesRangeChange",-20.9,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Loss",7959,"SpeciesRangeChange",-20.333,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",332756,"SpeciesRangeChange",-20.9,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable0",328684,"SpeciesRangeChange",-20.333,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",24371,"SpeciesRangeChange",-20.9,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Stable1",28283,"SpeciesRangeChange",-20.333,"FutureRangeSize.FullDisp",28873
"Lyonia.ovalifolia_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",861,"SpeciesRangeChange",-20.9,"FutureRangeSize.FullDisp",25232
"Lyonia.ovalifolia_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Lyonia.ovalifolia","Gain",590,"SpeciesRangeChange",-20.333,"FutureRangeSize.FullDisp",28873
