"full.name","group.level","group.value","count.level","count.value","perc.level","perc.value","range.level","range.value"
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"PercLoss",-39.757,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"PercLoss",-32.242,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"PercLoss",-39.757,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"PercLoss",-32.242,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"PercLoss",-39.757,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"PercLoss",-32.242,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"PercLoss",-39.757,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"PercLoss",-32.242,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"PercGain",3.206,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"PercGain",2.596,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"PercGain",3.206,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"PercGain",2.596,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"PercGain",3.206,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"PercGain",2.596,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"PercGain",3.206,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"PercGain",2.596,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"SpeciesRangeChange",-36.55,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"SpeciesRangeChange",-29.645,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"SpeciesRangeChange",-36.55,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"SpeciesRangeChange",-29.645,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"SpeciesRangeChange",-36.55,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"SpeciesRangeChange",-29.645,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"SpeciesRangeChange",-36.55,"CurrentRangeSize",41729
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"SpeciesRangeChange",-29.645,"CurrentRangeSize",43174
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"PercLoss",-39.757,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"PercLoss",-32.242,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"PercLoss",-39.757,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"PercLoss",-32.242,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"PercLoss",-39.757,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"PercLoss",-32.242,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"PercLoss",-39.757,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"PercLoss",-32.242,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"PercGain",3.206,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"PercGain",2.596,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"PercGain",3.206,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"PercGain",2.596,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"PercGain",3.206,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"PercGain",2.596,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"PercGain",3.206,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"PercGain",2.596,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"SpeciesRangeChange",-36.55,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"SpeciesRangeChange",-29.645,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"SpeciesRangeChange",-36.55,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"SpeciesRangeChange",-29.645,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"SpeciesRangeChange",-36.55,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"SpeciesRangeChange",-29.645,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"SpeciesRangeChange",-36.55,"FutureRangeSize.NoDisp",25139
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"SpeciesRangeChange",-29.645,"FutureRangeSize.NoDisp",29254
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"PercLoss",-39.757,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"PercLoss",-32.242,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"PercLoss",-39.757,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"PercLoss",-32.242,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"PercLoss",-39.757,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"PercLoss",-32.242,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"PercLoss",-39.757,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"PercLoss",-32.242,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"PercGain",3.206,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"PercGain",2.596,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"PercGain",3.206,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"PercGain",2.596,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"PercGain",3.206,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"PercGain",2.596,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"PercGain",3.206,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"PercGain",2.596,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",16590,"SpeciesRangeChange",-36.55,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Loss",13920,"SpeciesRangeChange",-29.645,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",322449,"SpeciesRangeChange",-36.55,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable0",321221,"SpeciesRangeChange",-29.645,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",25139,"SpeciesRangeChange",-36.55,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Stable1",29254,"SpeciesRangeChange",-29.645,"FutureRangeSize.FullDisp",30375
"Cedrus.deodara_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1338,"SpeciesRangeChange",-36.55,"FutureRangeSize.FullDisp",26477
"Cedrus.deodara_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Cedrus.deodara","Gain",1121,"SpeciesRangeChange",-29.645,"FutureRangeSize.FullDisp",30375
