"full.name","group.level","group.value","count.level","count.value","perc.level","perc.value","range.level","range.value"
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Loss",3568,"PercLoss",-20.565,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Loss",3383,"PercLoss",-16.185,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable0",345753,"PercLoss",-20.565,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable0",341134,"PercLoss",-16.185,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable1",13782,"PercLoss",-20.565,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable1",17519,"PercLoss",-16.185,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Gain",2413,"PercLoss",-20.565,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Gain",3480,"PercLoss",-16.185,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Loss",3568,"PercGain",13.908,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Loss",3383,"PercGain",16.649,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable0",345753,"PercGain",13.908,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable0",341134,"PercGain",16.649,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable1",13782,"PercGain",13.908,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Stable1",17519,"PercGain",16.649,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Gain",2413,"PercGain",13.908,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Gain",3480,"PercGain",16.649,"CurrentRangeSize",20902
"Quercus.leucotrichophora_EMcaByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Loss",3568,"SpeciesRangeChange",-6.657,"CurrentRangeSize",17350
"Quercus.leucotrichophora_EMwmeanByTSS_mergedData_mergedRun_mergedAlgo","Species","Quercus.leucotrichophora","Loss",3383,"SpeciesRangeChange",0.464,"CurrentRangeSize",20902
